OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative
350,2021/04/02 15:00:00+00,Baltimore                                         ,1804,259606,2546,149933,369,10378
351,2020/12/15 15:00:00+00,Baltimore City                                    ,3,3,,0,,0
352,2020/12/16 15:00:00+00,Baltimore City                                    ,162,165,,0,,0
353,2020/12/17 15:00:00+00,Baltimore City                                    ,232,397,,0,,0
354,2020/12/18 15:00:00+00,Baltimore City                                    ,359,756,,0,,0
355,2020/12/19 15:00:00+00,Baltimore City                                    ,82,838,,0,,0
356,2020/12/20 15:00:00+00,Baltimore City                                    ,41,879,,0,,0
357,2020/12/21 15:00:00+00,Baltimore City                                    ,511,1390,,0,,0
358,2020/12/22 15:00:00+00,Baltimore City                                    ,562,1952,,0,,0
359,2020/12/23 15:00:00+00,Baltimore City                                    ,603,2555,,0,,0
360,2020/12/24 15:00:00+00,Baltimore City                                    ,426,2981,,0,,0
361,2020/12/25 15:00:00+00,Baltimore City                                    ,11,2992,,0,,0
362,2020/12/26 15:00:00+00,Baltimore City                                    ,186,3178,,0,,0
363,2020/12/27 15:00:00+00,Baltimore City                                    ,141,3319,,0,,0
364,2020/12/28 15:00:00+00,Baltimore City                                    ,1291,4610,,0,,0
365,2020/12/29 15:00:00+00,Baltimore City                                    ,1200,5810,1,1,,0
366,2020/12/30 15:00:00+00,Baltimore City                                    ,1064,6874,,1,,0
367,2020/12/31 15:00:00+00,Baltimore City                                    ,681,7555,,1,,0
368,2021/01/01 15:00:00+00,Baltimore City                                    ,111,7666,,1,,0
369,2021/01/02 15:00:00+00,Baltimore City                                    ,533,8199,11,12,,0
370,2021/01/03 15:00:00+00,Baltimore City                                    ,420,8619,31,43,,0
371,2021/01/04 15:00:00+00,Baltimore City                                    ,1168,9787,84,127,,0
372,2021/01/05 15:00:00+00,Baltimore City                                    ,1306,11093,84,211,,0
373,2021/01/06 15:00:00+00,Baltimore City                                    ,1165,12258,188,399,,0
374,2021/01/07 15:00:00+00,Baltimore City                                    ,1291,13549,272,671,,0
375,2021/01/08 15:00:00+00,Baltimore City                                    ,1272,14821,300,971,,0
376,2021/01/09 15:00:00+00,Baltimore City                                    ,379,15200,141,1112,,0
377,2021/01/10 15:00:00+00,Baltimore City                                    ,217,15417,62,1174,,0
378,2021/01/11 15:00:00+00,Baltimore City                                    ,1517,16934,468,1642,,0
379,2021/01/12 15:00:00+00,Baltimore City                                    ,1640,18574,519,2161,,0
380,2021/01/13 15:00:00+00,Baltimore City                                    ,1428,20002,371,2532,,0
381,2021/01/14 15:00:00+00,Baltimore City                                    ,1654,21656,349,2881,,0
382,2021/01/15 15:00:00+00,Baltimore City                                    ,1319,22975,158,3039,,0
383,2021/01/16 15:00:00+00,Baltimore City                                    ,412,23387,287,3326,,0
384,2021/01/17 15:00:00+00,Baltimore City                                    ,178,23565,215,3541,,0
385,2021/01/18 15:00:00+00,Baltimore City                                    ,690,24255,199,3740,,0
386,2021/01/19 15:00:00+00,Baltimore City                                    ,1281,25536,675,4415,,0
387,2021/01/20 15:00:00+00,Baltimore City                                    ,1658,27194,577,4992,,0
388,2021/01/21 15:00:00+00,Baltimore City                                    ,1778,28972,572,5564,,0
389,2021/01/22 15:00:00+00,Baltimore City                                    ,2248,31220,400,5964,,0
390,2021/01/23 15:00:00+00,Baltimore City                                    ,808,32028,204,6168,,0
391,2021/01/24 15:00:00+00,Baltimore City                                    ,268,32296,151,6319,,0
392,2021/01/25 15:00:00+00,Baltimore City                                    ,1432,33728,782,7101,,0
393,2021/01/26 15:00:00+00,Baltimore City                                    ,1555,35283,802,7903,,0
394,2021/01/27 15:00:00+00,Baltimore City                                    ,1817,37100,1023,8926,,0
395,2021/01/28 15:00:00+00,Baltimore City                                    ,1717,38817,740,9666,,0
396,2021/01/29 15:00:00+00,Baltimore City                                    ,1974,40791,851,10517,,0
397,2021/01/30 15:00:00+00,Baltimore City                                    ,1013,41804,362,10879,,0
398,2021/01/31 15:00:00+00,Baltimore City                                    ,354,42158,212,11091,,0
399,2021/02/01 15:00:00+00,Baltimore City                                    ,268,42426,491,11582,,0
400,2021/02/02 15:00:00+00,Baltimore City                                    ,747,43173,1388,12970,,0
401,2021/02/03 15:00:00+00,Baltimore City                                    ,1455,44628,1615,14585,,0
402,2021/02/04 15:00:00+00,Baltimore City                                    ,1374,46002,1599,16184,,0
403,2021/02/05 15:00:00+00,Baltimore City                                    ,1422,47424,1162,17346,,0
404,2021/02/06 15:00:00+00,Baltimore City                                    ,961,48385,402,17748,,0
405,2021/02/07 15:00:00+00,Baltimore City                                    ,709,49094,190,17938,,0
406,2021/02/08 15:00:00+00,Baltimore City                                    ,1102,50196,1073,19011,,0
407,2021/02/09 15:00:00+00,Baltimore City                                    ,1080,51276,1143,20154,,0
408,2021/02/10 15:00:00+00,Baltimore City                                    ,1360,52636,1369,21523,,0
409,2021/02/11 15:00:00+00,Baltimore City                                    ,1275,53911,1274,22797,,0
410,2021/02/12 15:00:00+00,Baltimore City                                    ,1461,55372,1485,24282,,0
411,2021/02/13 15:00:00+00,Baltimore City                                    ,1398,56770,607,24889,,0
412,2021/02/14 15:00:00+00,Baltimore City                                    ,173,56943,113,25002,,0
413,2021/02/15 15:00:00+00,Baltimore City                                    ,875,57818,1066,26068,,0
414,2021/02/16 15:00:00+00,Baltimore City                                    ,1330,59148,1897,27965,,0
415,2021/02/17 15:00:00+00,Baltimore City                                    ,1164,60312,1885,29850,,0
416,2021/02/18 15:00:00+00,Baltimore City                                    ,190,60502,235,30085,,0
417,2021/02/19 15:00:00+00,Baltimore City                                    ,880,61382,1343,31428,,0
418,2021/02/20 15:00:00+00,Baltimore City                                    ,924,62306,1187,32615,,0
419,2021/02/21 15:00:00+00,Baltimore City                                    ,201,62507,257,32872,,0
420,2021/02/22 15:00:00+00,Baltimore City                                    ,443,62950,1205,34077,,0
421,2021/02/23 15:00:00+00,Baltimore City                                    ,1467,64417,1073,35150,,0
422,2021/02/24 15:00:00+00,Baltimore City                                    ,1506,65923,1689,36839,,0
423,2021/02/25 15:00:00+00,Baltimore City                                    ,1319,67242,2059,38898,,0
424,2021/02/26 15:00:00+00,Baltimore City                                    ,2217,69459,2082,40980,,0
425,2021/02/27 15:00:00+00,Baltimore City                                    ,1387,70846,1018,41998,,0
426,2021/02/28 15:00:00+00,Baltimore City                                    ,960,71806,359,42357,,0
427,2021/03/01 15:00:00+00,Baltimore City                                    ,1718,73524,905,43262,,0
428,2021/03/02 15:00:00+00,Baltimore City                                    ,1551,75075,750,44012,,0
429,2021/03/03 15:00:00+00,Baltimore City                                    ,2801,77876,1471,45483,1,1
430,2021/03/04 15:00:00+00,Baltimore City                                    ,2812,80688,1412,46895,342,343
431,2021/03/05 15:00:00+00,Baltimore City                                    ,2304,82992,1368,48263,266,609
432,2021/03/06 15:00:00+00,Baltimore City                                    ,1598,84590,1212,49475,368,977
433,2021/03/07 15:00:00+00,Baltimore City                                    ,557,85147,382,49857,600,1577
434,2021/03/08 15:00:00+00,Baltimore City                                    ,1941,87088,635,50492,679,2256
435,2021/03/09 15:00:00+00,Baltimore City                                    ,2824,89912,835,51327,545,2801
436,2021/03/10 15:00:00+00,Baltimore City                                    ,2302,92214,1261,52588,558,3359
437,2021/03/11 15:00:00+00,Baltimore City                                    ,3458,95672,973,53561,158,3517
438,2021/03/12 15:00:00+00,Baltimore City                                    ,2744,98416,1115,54676,91,3608
439,2021/03/13 15:00:00+00,Baltimore City                                    ,1944,100360,747,55423,57,3665
440,2021/03/14 15:00:00+00,Baltimore City                                    ,1092,101452,252,55675,16,3681
441,2021/03/15 15:00:00+00,Baltimore City                                    ,2179,103631,740,56415,11,3692
442,2021/03/16 15:00:00+00,Baltimore City                                    ,2616,106247,929,57344,261,3953
443,2021/03/17 15:00:00+00,Baltimore City                                    ,2762,109009,868,58212,484,4437
444,2021/03/18 15:00:00+00,Baltimore City                                    ,3795,112804,915,59127,151,4588
445,2021/03/19 15:00:00+00,Baltimore City                                    ,2746,115550,1156,60283,55,4643
446,2021/03/20 15:00:00+00,Baltimore City                                    ,1786,117336,993,61276,58,4701
447,2021/03/21 15:00:00+00,Baltimore City                                    ,1293,118629,607,61883,58,4759
448,2021/03/22 15:00:00+00,Baltimore City                                    ,2485,121114,752,62635,35,4794
449,2021/03/23 15:00:00+00,Baltimore City                                    ,3379,124493,1544,64179,228,5022
450,2021/03/24 15:00:00+00,Baltimore City                                    ,2617,127110,2229,66408,118,5140
451,2021/03/25 15:00:00+00,Baltimore City                                    ,4126,131236,2018,68426,120,5260
452,2021/03/26 15:00:00+00,Baltimore City                                    ,3226,134462,2159,70585,58,5318
453,2021/03/27 15:00:00+00,Baltimore City                                    ,2697,137159,1211,71796,187,5505
454,2021/03/28 15:00:00+00,Baltimore City                                    ,1067,138226,512,72308,10,5515
455,2021/03/29 15:00:00+00,Baltimore City                                    ,1904,140130,2076,74384,42,5557
456,2021/03/30 15:00:00+00,Baltimore City                                    ,3280,143410,2531,76915,119,5676
457,2021/03/31 15:00:00+00,Baltimore City                                    ,3360,146770,3087,80002,119,5795
458,2021/04/01 15:00:00+00,Baltimore City                                    ,2758,149528,3030,83032,146,5941
459,2021/04/02 15:00:00+00,Baltimore City                                    ,1737,151265,1772,84804,120,6061
460,2020/12/16 15:00:00+00,Calvert                                           ,1,1,,0,,0
461,2020/12/17 15:00:00+00,Calvert                                           ,3,4,,0,,0
462,2020/12/18 15:00:00+00,Calvert                                           ,10,14,,0,,0
463,2020/12/19 15:00:00+00,Calvert                                           ,1,15,,0,,0
464,2020/12/20 15:00:00+00,Calvert                                           ,1,16,,0,,0
465,2020/12/21 15:00:00+00,Calvert                                           ,15,31,,0,,0
466,2020/12/22 15:00:00+00,Calvert                                           ,27,58,,0,,0
467,2020/12/23 15:00:00+00,Calvert                                           ,111,169,,0,,0
